,,,"PostMile","Post",,"Back",,,"Ahead",,,
7,170," LA","R",17.25,"NORTH HOLLYWOOD,   VICTORY BOULEVARD                                                                          ",14500,179000,177000,13700,167000,165000,
7,170," LA","R",18.27,"NORTH HOLLYWOOD, SHERMAN WAY                                                                                  ",13700,167000,165000,11600,142000,140000,
7,170," LA","R",19.72,"NORTH HOLLYWOOD,   ROSCOE BOULEVARD                                                                           ",11600,142000,140000,10700,132000,125000,
7,170," LA","R",20.1,"SUN VALLEY, SHELDON/   ARLETA STREETS                                                                         ",10700,132000,125000,9800,121000,114000,
7,170," LA","R",20.55,"JCT. RTE. 5, GOLDEN STATE FREEWAY                                                                             ",9800,121000,114000,"      ","       ","       ",
2,172,"TEH"," ","       ","TEHAMA COUNTY                                                                                                 ","      ","       ","       ","      ","       ","       ",
2,172,"TEH"," ",0,"MINERAL, JCT. RTE. 36                                                                                         ","      ","       ","       ",50,350,170,
2,172,"TEH"," ",5.77,"MILL CREEK                                                                                                    ",50,350,170,45,270,140,
2,172,"TEH"," ",8.92,"MORGAN SPRINGS, JCT. RTE. 36                                                                                  ",45,270,140,"      ","       ","       ",
8,173,"SBD"," ","       ","SAN BERNARDINO COUNTY                                                                                         ","      ","       ","       ","      ","       ","       ",
8,173,"SBD","L",0,"JCT. RTE. 138 (TO CEDAR SPRINGS)                                                                              ","      ","       ","       ",190,1350,1100,
8,173,"SBD","L",6.99,"ARROWHEAD LAKE ROAD (TO HESPERIA)                                                                             ",190,1350,1100,20,160,130,
8,173,"SBD","L",7.75,"MILEPOST EQUATION   =5.85  (END PAVEMENT)                                                               ",,,,,,,
8,173,"SBD"," ",12.85,"NEAR RIFLE RANGE ROAD   (BEGIN PAVEMENT)                                                                      ",30,180,150,100,770,640,
8,173,"SBD"," ",17.21,"NORTH BAY ROAD                                                                                                ",100,770,640,350,3500,2900,
8,173,"SBD"," ",19.77,"LAKE ARROWHEAD, HOOK CREEK ROAD                                                                               ",350,3500,2900,620,6000,5400,
8,173,"SBD"," ",20.97,"LAKE ARROWHEAD,   KUFFEL CANYON ROAD                                                                          ",860,8000,7200,1000,9400,8500,
8,173,"SBD"," ",21.46,"LAKE ARROWHEAD, JCT. RTE.   189 AT ARROWHEAD VILLAGE ROAD                                                     ",1000,9400,8500,660,5400,4900,
8,173,"SBD"," ",23.04,"JCT. RTE. 18                                                                                                  ",730,6200,5600,"      ","       ","       ",
3,174,"PLA"," ","       ","PLACER COUNTY                                                                                                 ","      ","       ","       ","      ","       ","       ",
3,174,"PLA"," ",0,"COLFAX, JCT. RTE. 80                                                                                          ","      ","       ","       ",1350,12600,12000,
3,174,"PLA"," ",0.14,"COLFAX, AUBURN STREET                                                                                         ",1350,12600,12000,350,5000,4900,
3,174,"PLA"," ",0.73,"COLFAX, MAIN STREET                                                                                           ",350,5000,4900,730,7300,6500,
3,174,"PLA"," ",1.63,"ROLLINS LAKE ROAD                                                                                             ",730,7300,6500,600,5400,4800,
3,174,"PLA"," ",2.88,"PLACER COUNTY -NEVADA COUNTY (BEAR RIVER BRIDGE)                                        ",600,5400,4800,600,5400,4800,
3,174,"NEV"," ",3.35,"ROLLINS LAKE ROAD                                                                                             ",600,5400,4800,810,7400,6900,
3,174,"NEV"," ",5.58,"MEADOW VIEW DRIVE                                                                                             ",810,7400,6900,1000,9900,9300,
3,174,"NEV"," ",6.83,"BRUNSWICK ROAD                                                                                                ",1000,9900,9300,550,5800,5600,
3,174,"NEV"," ",8.94,"EMPIRE MINE ROAD                                                                                              ",550,5800,5600,510,5500,5400,
3,174,"NEV"," ",9.63,"GRASS VALLEY, RACE STREET                                                                                     ",510,5500,5400,460,5300,5100,
3,174,"NEV"," ",9.81,"GRASS VALLEY, OPHIR STREET                                                                                    ",460,5300,5100,390,4700,4500,
3,174,"NEV"," ",9.88,"GRASS VALLEY, CENTRAL   STREET/MEMORIAL LANE                                                                  ",390,4700,4500,630,6500,6200,
3,174,"NEV"," ",10.17,"GRASS VALLEY, JCT. RTE. 20                                                                                    ",630,6500,6200,"      ","       ","       ",
1,175,"MEN"," ","       ","MENDOCINO COUNTY                                                                                              ","      ","       ","       ","      ","       ","       ",
1,175,"MEN"," ",0,"HOPLAND, JCT. RTE. 101                                                                                        ","      ","       ","       ",320,3500,2800,
1,175,"MEN"," ",0.76,"EAST SIDE ROAD; RIGHT                                                                                         ",320,3500,2800,290,3150,2500,
1,175,"MEN"," ",1.14,"EAST SIDE ROAD; LEFT                                                                                          ",290,3150,2500,250,3050,2700,
1,175,"MEN"," ",2.79,"YOUNCE ROAD                                                                                                   ",250,3050,2700,140,1550,1300,
1,175,"MEN"," ",9.85,"MENDOCINO COUNTY                                                                                              ","      ","       ","       ","      ","       ","       ",
1,175,"LAK"," ",4.01,"MILEPOST EQUATION  =R4.10                                                                              ",,,,,,,
1,175,"LAK","R",5.06,"MILEPOST EQUATION   =5.09                                                                              ",,,,,,,
1,175,"LAK","R",8.19,"NORTH JCT. RTE. 29; LAKEPORT, SOUTH                                                                           ",190,2050,1800,"      ","       ","       ",
1,175,"LAK"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
1,175,"LAK"," ",8.25,"SOUTH JCT. RTE. 29; KELSEYVILLE, SOUTH                                                                        ","      ","       ","       ",80,740,670,
1,175,"LAK"," ",19.62,"COBB POST OFFICE                                                                                              ",430,4050,3650,260,2450,2200,
1,175,"LAK"," ",23.74,"MILEPOST EQUATION =R23.92                                                                              ",,,,,,,
1,175,"LAK","R",25.44,"MILEPOST EQUATION  =25.45                                                                              ",,,,,,,
1,175,"LAK"," ",26.54,"DRY CREEK ROAD                                                                                                ",300,2800,2500,300,3200,2900,
1,175,"LAK"," ",28.04,"MIDDLETOWN, JCT. RTE. 29                                                                                      ",300,3200,2900,"      ","       ","       ",
8,177,"RIV"," ","       ","RIVERSIDE COUNTY                                                                                              ","      ","       ","       ","      ","       ","       ",
8,177,"RIV"," ",0,"JCT. RTE. 10                                                                                                  ","      ","       ","       ",470,5200,4300,
8,177,"RIV"," ",0.18,"RAGSDALE ROAD                                                                                                 ",470,5200,4300,210,2200,1750,
8,177,"RIV"," ",0.26,"KAISER MINE ROAD                                                                                              ",210,2200,1750,210,1800,1400,
8,177,"RIV"," ",2.23,"OASIS ROAD                                                                                                    ",210,1800,1400,200,1650,1300,
8,177,"RIV"," ",27.02,"JCT. RTE. 62                                                                                                  ",200,1650,1300,"      ","       ","       ",
6,178,"KER"," ","       ","KERN COUNTY                                                                                                   ","      ","       ","       ","      ","       ","       ",
6,178,"KER"," ",0,"BAKERSFIELD, JCT. RTE. 99,   JCT. RTE. 58                                                                     ","      ","       ","       ",5200,58000,53000,
6,178,"KER"," ",0.36,"BAKERSFIELD, OAK STREET                                                                                       ",5200,58000,53000,5500,61000,56000,
6,178,"KER"," ",0.96,"BAKERSFIELD NEAR B/BAY STREETS                                                                                ",5500,61000,56000,"      ","       ","       ",
6,178,"KER"," ",0.96,"C O U P L E T . . EASTBOUND . . . ONE WAY TRAVEL                                                               ","      ","       ","       ","      ","       ","       ",
6,178,"KER"," ",0.96,"BAKERSFIELD NEAR B/BAY STREETS                                                                                ","      ","       ","       ",2400,26500,24200,
6,178,"KER"," ",1.24,"BAKERSFIELD, ON 23RD STREET   AT F STREET                                                                     ",2400,26500,24200,2200,24400,22400,
6,178,"KER"," ",1.5,"BAKERSFIELD, ON 23RD STREET   AT CHESTER AVENUE                                                               ",3150,35000,32000,2450,29500,27000,
6,178,"KER"," ",1.7,"BAKERSFIELD, ON 23RD STREET   AT M STREET                                                                     ",2450,29500,27000,1900,24100,22400,
6,178,"KER"," ",1.72,"BEGIN FREEWAY                 =R1.69                                                                          ",,,,,,,
6,178,"KER"," ",0.96,"C O U P L E T . . WESTBOUND . . . ONE WAY TRAVEL                                                              ","      ","       ","       ","      ","       ","       ",
6,178,"KER"," ",0.96,"BAKERSFIELD, ON 24TH STREET   NEAR B/BAY STREETS                                                              ","      ","       ","       ",2700,30000,27500,
6,178,"KER"," ",1.22,"BAKERSFIELD, ON 24TH   STREET AT F STREET                                                                     ",2700,30000,27500,2700,30000,27500,
6,178,"KER"," ",1.48,"BAKERSFIELD, ON 24TH   STREET AT CHESTER AVENUE                                                               ",2700,30000,27500,2250,26500,25500,
6,178,"KER"," ",1.68,"BAKERSFIELD, ON 24TH   STREET AT M STREET                                                                     ",2250,26500,25500,1900,25000,24100,
6,178,"KER","R",1.7,"BEGIN FREEWAY                                                                                                 ",,,,,,,
6,178,"KER","R",1.82,"BAKERSFIELD NEAR O STREET                                                                                     ",1900,25000,24100,"      ","       ","       ",
6,178,"KER","R",1.82,"C O U P L E T . . END . . BEGIN TWO WAY TRAVEL                                                                ","      ","       ","       ","      ","       ","       ",
6,178,"KER","R",1.82,"BAKERSFIELD NEAR O STREET                                                                                     ","      ","       ","       ",4550,50000,46000,
6,178,"KER","R",2.01,"BAKERSFIELD, JCT. RTE. 204                                                                                    ",4550,50000,46000,6000,66000,61000,
6,178,"KER","R",2.41,"BAKERSFIELD, UNION AVENUE                                                                                     ",6000,66000,61000,6000,67000,61000,
6,178,"KER","R",3.4,"BAKERSFIELD, BEALE AVENUE                                                                                     ",6000,67000,61000,5800,65000,59000,
6,178,"KER","R",4.1,"BAKERSFIELD, HALEY STREET                                                                                     ",5800,65000,59000,5300,59000,54000,
6,178,"KER","R",4.63,"BAKERSFIELD, MOUNT VERNON AVENUE                                                                              ",5300,59000,54000,4000,44000,40500,
6,178,"KER","R",5.64,"BAKERSFIELD, OSWELL STREET                                                                                    ",4000,44000,40500,2200,23400,22300,
6,178,"KER","R",6.77,"FAIRFAX ROAD, END FREEWAY                                                                                     ",2200,23400,22300,800,8300,7700,
6,178,"KER","T",9.61,"JCT. RTE. 184                                                                                                 ",800,8300,7700,900,8600,8000,
6,178,"KER","T",9.82,"MILEPOST EQUATION   =8.15                                                                  ",,,,,,,
6,178,"KER","R",11.66,"COTTONWOOD CREEK                                                                                              ",510,4500,3800,480,4650,3850,
6,178,"KER","R",11.98,"MILEPOST EQUATION  =11.98                                                                  ",,,,,,,
6,178,"KER"," ",26.63,"DEMOCRAT SPRINGS ROAD                                                                                         ",630,6100,4950,480,6100,4950,
6,178,"KER"," ",28.36,"CHINA GARDEN ROAD   (MILEPOST EQUATION)                                                                       ",500,6300,5100,600,6200,5100,
6,178,"KER","R",39.56,"BEGIN FREEWAY                                                                                                 ",,,,,,,
6,178,"KER","R",41.65,"BODFISH ROAD                                                                                                  ",350,4900,3850,340,4850,3800,
6,178,"KER","R",42.94,"JCT. RTE. 155                                                                                                 ",340,4850,3800,310,4150,3850,
6,178,"KER","R",43.85,"END FREEWAY                                                                                                   ",,,,,,,
6,178,"KER","R",44.19,"MILEPOST EQUATION  =45.38                                                                  ",,,,,,,
6,178,"KER"," ",45.52,"DAM ROAD/ISABELLA BOULEVARD                                                                                   ",380,4200,3800,1250,9500,7800,
6,178,"KER"," ",55.68,"SIERRA WAY                                                                                                    ",1200,8300,6800,1400,9700,7900,
6,178,"KER","R",56.82,"MILEPOST EQUATION  =56.70                                                                  ",,,,,,,
6,178,"KER"," ",57.08,"WELDON, KELSO VALLEY ROAD                                                                                     ",510,4900,4600,340,4400,3400,
6,178,"KER"," ",88.26,"FREEMAN JUNCTION,   SOUTH JCT. RTE. 14                                                                        ",130,1700,1300,"      ","       ","       ",
6,178,"KER"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
6,178,"KER"," ",88.38,"HOMESTEAD SOUTH JUNCTION,   NORTH JCT. RTE. 14                                                                ","      ","       ","       ",200,2850,2450,
6,178,"KER","R",93.24,"JCT. RTE. 395, INYOKERN                                                                                       ",710,7100,6700,870,8400,8000,
6,178,"KER","R",93.5,"MILEPOST EQUATION   =93.51                                                                                    ",,,,,,,
6,178,"KER"," ",99.09,"RIDGECREST WEST CITY LIMITS                                                                                   ",870,8400,8000,850,8900,7900,
6,178,"KER"," ",100.61,"RIDGECREST, NORTH   CHINA LAKE BOULEVARD                                                                      ",850,8900,7900,1600,15100,14600,
6,178,"KER"," ",102.62,"RIDGECREST, RIDGECREST/   CHINA LAKE BOULEVARDS                                                               ",1150,12100,11600,1200,12800,11600,
6,178,"KER"," ",103.85,"RIDGECREST, RICHMOND ROAD                                                                                     ",750,6200,5800,360,2600,2400,
6,178,"KER"," ",104.62,"KERN-SAN BERNARDINO COUNTY LINE                                                                                ",360,2600,2400,"      ","       ","       ",
8,178,"SBD"," ",0,"KERN-SAN BERNARDINO COUNTY LINE                                                                               ","      ","       ","       ",360,2600,2400,
8,178,"SBD"," ",7.35,"TRONA ROAD                                                                                                    ",360,2600,2400,300,2750,2450,
8,178,"SBD","R",12.73,"MILEPOST EQUATION   =12.77                                                                                    ",,,,,,,
8,178,"SBD"," ",14.78,"TRONA ROAD                                                                                                    ",300,2750,2450,"      ","       ","       ",
8,178,"SBD"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
9,178,"INY"," ","       ","INYO COUNTY                                                                                                   ","      ","       ","       ","      ","       ","       ",
9,178,"INY"," ",28,"DEATH VALLEY MONUMENT,   SOUTH BOUNDARY                                                                       ","      ","       ","       ",30,220,190,
9,178,"INY"," ",42.92,"NORTH JCT. RTE. 127;   SHOSHONE, NORTH                                                                        ",30,220,190,"      ","       ","       ",
9,178,"INY"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
9,178,"INY"," ",42.93,"SHOSHONE, SOUTH JCT. RTE. 127                                                                                 ","      ","       ","       ",110,960,800,
6,"178S","KER","S",1.74,"STATE ROUTE 178 S                                                                                             ","      ","       ","       ","      ","       ","       ",
6,"178S","KER","S",1.74,"C O U P L E T . . EASTBOUND . . ONE WAY TRAVEL                                                                ","      ","       ","       ","      ","       ","       ",
6,"178S","KER","S",1.74,"BAKERSFIELD, JCT. RTE. 178                                                                                    ","      ","       ","       ",900,9300,8800,
6,"178S","KER","S",1.81,"BAKERSFIELD, 23RD/O STREETS                                                                                   ",900,9300,8800,"      ","       ","       ",
6,"178S","KER","S",1.75,"C O U P L E T . . WESTBOUND . . ONE WAY TRAVEL                                                                ","      ","       ","       ","      ","       ","       ",
6,"178S","KER","S",1.74,"BAKERSFIELD, JCT. RTE. 178                                                                                    ","      ","       ","       ",900,9300,8800,
6,"178S","KER","S",1.96,"BAKERSFIELD, 24TH/Q STREETS                                                                                   ",900,9300,8800,"      ","       ","       ",
6,"178S","KER","S",1.96,"C O U P L E T . . END . . BEGIN TWO WAY TRAVEL                                                                ","      ","       ","       ","      ","       ","       ",
6,"178S","KER","S",1.96,"BAKERSFIELD, 24TH/Q STREETS                                                                                   ","      ","       ","       ",590,6100,5800,
6,"178S","KER","S",2.16,"BAKERSFIELD, NORTH JCT. RTE. 204                                                                              ",590,6100,5800,"      ","       ","       ",
6,180,"FRE"," ","       ","FRESNO COUNTY                                                                                                 ","      ","       ","       ","      ","       ","       ",
6,180,"FRE"," ",23.5,"MENDOTA, NORTH JCT. RTE.   33; DERRICK AVENUE                                                                 ","      ","       ","       ",560,8000,6700,
6,180,"FRE"," ",24.01,"MENDOTA, 7TH STREET                                                                                           ",920,13400,10600,870,12600,10000,
6,180,"FRE"," ",24.1,"MENDOTA, 8TH STREET -                                                                                         ",870,12600,10000,840,12300,9700,
6,180,"FRE"," ",24.6,"BELMONT AVENUE                                                                                                ",660,9600,7600,460,6700,5300,
6,180,"FRE"," ",26.12,"PANOCHE ROAD                                                                                                  ",460,6700,5300,800,10200,8900,
6,180,"FRE"," ",34.59,"JAMES ROAD                                                                                                    ",420,5200,4550,580,7000,6200,
6,180,"FRE"," ",41.63,"SISKIYOU AVENUE                                                                                               ",610,7400,6600,630,7600,6800,
6,180,"FRE"," ",42.64,"KERMAN, JCT.RTE. 145                                                                                          ",660,8200,7100,830,10300,8900,
6,180,"FRE"," ",43.63,"GOLDENROD AVENUE                                                                                              ",830,10300,8900,690,8300,7400,
6,180,"FRE"," ",47.65,"DICKENSON AVENUE                                                                                              ",580,6500,5800,520,6900,5700,
6,180,"FRE"," ",50.6,"GRANTLAND AVENUE                                                                                              ",510,6200,5600,580,6300,5700,
6,180,"FRE"," ",52.59,"FRESNO, CORNELIA AVENUE                                                                                       ",530,6100,4950,650,8100,7200,
6,180,"FRE"," ",54.58,"FRESNO, MARKS AVENUE                                                                                          ",650,8100,7200,700,9400,7800,
6,180,"FRE"," ",55.08,"FRESNO, HUGHES AVENUE                                                                                         ",730,9800,8100,680,9100,7500,
6,180,"FRE"," ",55.59,"FRESNO, WEST AVENUE                                                                                           ",680,8500,7500,830,8400,7500,
6,180,"FRE"," ",55.91,"FRESNO, NEAR TEILMAN AVENUE                                                                                   ",830,8400,7500,"      ","       ","       ",
6,180,"FRE"," ",55.91,"C O U P L E T . . EASTBOUND . . . ONE WAY TRAVEL                                                              ","      ","       ","       ","      ","       ","       ",
6,180,"FRE"," ",55.91,"FRESNO, ON AMADOR STREET   AT FRUIT AVENUE                                                                    ","      ","       ","       ",590,5900,5400,
6,180,"FRE"," ",56.37,"FRESNO, ON AMADOR STREET   AT THORNE STREET                                                                   ",590,5900,5400,610,6000,5500,
6,180,"FRE"," ",56.87,"FRESNO, ON A/STANISLAUS STREETS                                                                               ",610,6000,5500,900,8100,7300,
6,180,"FRE"," ",56.96,"FRESNO, A STREET AT   TUOLUMNE STREET                                                                         ",900,8100,7300,1150,10000,9200,
6,180,"FRE","G",57.19,"FRESNO, ON TUOLUMNE STREET   AT JCT. RTE. 99                                                                  ",1150,10000,9200,"      ","       ","       ",
6,180,"FRE"," ",55.91,"C O U P L E T . . WESTBOUND . . . ONE WAY TRAVEL                                                              ","      ","       ","       ","      ","       ","       ",
6,180,"FRE"," ",55.91,"FRESNO, ON WHITES BRIDGE   AVENUE NEAR FRUIT AVENUE                                                           ","      ","       ","       ",550,7200,6600,
6,180,"FRE"," ",56.36,"FRESNO, ON WHITES BRIDGE   AVENUE AT THORNE STREET                                                            ",550,7200,6600,520,6800,6300,
6,180,"FRE"," ",56.92,"FRESNO, B/STANISLAUS STREETS                                                                                  ",510,6700,6200,720,8000,7200,
6,180,"FRE","G",57.07,"FRESNO, STANISLAUS STREET,   NORTH JCT. RTE. 99                                                               ",720,8000,7200,"      ","       ","       ",
6,180,"FRE"," ",57.07,"C O U P L E T . . END . . . BEGIN TWO WAY TRAVEL                                                               ","      ","       ","       ","      ","       ","       ",
6,180,"FRE"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
6,180,"FRE"," ",61.44,"FRESNO, CHESTNUT AVENUE                                                                                       ","      ","       ","       ",4050,44500,38000,
6,180,"FRE"," ",63.45,"FRESNO, CLOVIS AVENUE                                                                                         ",3200,35000,30000,2100,24000,19600,
6,180,"FRE"," ",64.41,"FRESNO, FOWLER AVENUE                                                                                         ",2100,24000,19600,1150,12700,11500,
6,180,"FRE"," ",68.6,"MC CALL AVENUE                                                                                                ",1150,12700,11500,900,10100,9100,
6,180,"FRE"," ",71.61,"ACADEMY AVENUE                                                                                                ",900,10100,9100,860,9600,8700,
6,180,"FRE"," ",74.61,"CENTERVILLE, SMITH AVENUE                                                                                     ",780,8700,7900,770,8600,7800,
6,180,"FRE"," ",74.95,"TRIMMER SPRINGS ROAD                                                                                          ",900,10100,9100,880,10800,8900,
6,180,"FRE"," ",77.49,"REED AVENUE                                                                                                   ",740,9400,8300,560,7100,6300,
6,180,"FRE"," ",87.71,"JCT. RTE. 63 SOUTH,   HILLS VALLEY ROAD                                                                       ",340,4300,3800,400,5100,4500,
6,180,"FRE"," ",108.13,"JCT. RTE. 245 SOUTH                                                                                           ",210,2600,2300,160,2400,1500,
6,180,"FRE"," ",109.53,"FRESNO COUNTY-   TULARE COUNTY LINE                                                                           ","      ","       ","       ","      ","       ","       ",
6,180,"FRE"," ",112.09,"TULARE COUNTY-   FRESNO COUNTY LINE                                                                           ","      ","       ","       ","      ","       ","       ",
6,180,"FRE"," ",112.09,"NORTH BOUNDARY GENERAL   GRANT GROVE, KINGS CANYON NATIONAL PARK                         ",160,2400,1500,120,1800,1150,
6,180,"FRE"," ",116.85,"HUME LAKE ROAD                                                                                                ",120,1800,1150,80,1200,750,
6,180,"FRE"," ",137.94,"KINGS CANYON NATIONAL PARK                                                                                    ",80,1200,750,"      ","       ","       ",
6,180,"FRE"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
6,"180S","FRE","R",56.52,"STATE ROUTE 180 S                                                                                             ","      ","       ","       ","      ","       ","       ",
6,"180S","FRE","R",56.52,"FRESNO, JCT. RTE. 99; BEGIN FREEWAY                                                                           ","      ","       ","       ",5700,65000,61000,
6,"180S","FRE","R",57.24,"FRESNO, FULTON STREET                                                                                         ",5700,65000,61000,6400,70000,66000,
6,"180S","FRE","R",57.84,"FRESNO, BLACKSTONE AVENUE                                                                                     ",6400,70000,66000,7200,78000,75000,
6,"180S","FRE","R",58.65,"FRESNO, JCT. RTE. 41                                                                                          ",7200,78000,75000,11600,110000,105000,
6,"180S","FRE","R",60.07,"FRESNO, JCT. RTE. 168S                                                                                        ",11600,110000,105000,5500,56000,53000,
6,"180S","FRE","T",60.37,"FRESNO, MAPLE/CEDAR AVENUES                                                                                   ",5500,56000,53000,4400,46500,42500,
6,"180S","FRE","T",60.87,"FRESNO, NORTH CHESTNUT AVENUE; END FREEWAY                                                                      ",4400,46500,42500,"      ","       ","       ",
9,182,"MNO"," ","       ","MONO COUNTY                                                                                                   ","      ","       ","       ","      ","       ","       ",
9,182,"MNO"," ",0,"BRIDGEPORT, JCT. RTE. 395                                                                                     ","      ","       ","       ",210,1700,1200,
9,182,"MNO","R",6.32,"BRIDGEPORT RESERVOIR                                                                                          ",210,1700,1200,230,1100,800,
9,182,"MNO","R",6.41,"MILEPOST EQUATION   =6.41                                                                              ",,,,,,,
9,182,"MNO"," ",12.65,"NEVADA STATE LINE                                                                                             ",90,310,250,"      ","       ","       ",
5,183,"MON"," ","       ","MONTEREY COUNTY                                                                                               ","      ","       ","       ","      ","       ","       ",
5,183,"MON"," ",0,"SALINAS, JCT. RTE. 101                                                                                        ","      ","       ","       ",3000,34000,33000,
5,183,"MON","R",1.82,"SALINAS WEST CITY LIMITS                                                                                      ",1900,19600,18000,1900,19600,18000,
5,183,"MON","R",7.65,"ESPINOSA ROAD                                                                                                 ",1900,19600,18000,2100,20900,19000,
5,183,"MON"," ",9.01,"CASTROVILLE, JCT. RTE. 156                                                                                    ",2100,27500,24400,1400,14300,12500,
5,183,"MON"," ",9.98,"CASTROVILLE, JCT. RTE. 1                                                                                      ",1400,14300,12500,"      ","       ","       ",
6,184,"KER"," ","       ","KERN COUNTY                                                                                                   ","      ","       ","       ","      ","       ","       ",
6,184,"KER","L",0,"JCT. RTE. 223 (BEAR   MOUNTAIN BOULEVARD)                                                                     ","      ","       ","       ",460,5800,4900,
6,184,"KER","L",2,"WEEDPATCH LOOP ROAD   (MILEPOST EQUATION)                                                                     ",600,7600,6400,720,10000,7700,
6,184,"KER"," ",1,"DI GIORGIO ROAD                                                                                               ",900,12500,9600,1450,18900,14500,
6,184,"KER"," ",1.26,"LAMONT, SEGRUE ROAD                                                                                           ",1450,18900,14500,1450,18900,14500,
6,184,"KER"," ",2.04,"PANAMA ROAD                                                                                                   ",2000,21200,17200,1050,13400,10300,
6,184,"KER"," ",4.05,"PANAMA LANE                                                                                                   ",910,11300,9000,940,11700,9300,
6,184,"KER"," ",7.94,"JCT. RTE. 58                                                                                                  ",900,11600,10200,1300,15400,14100,
6,184,"KER"," ",8.08,"BRUNDAGE LANE                                                                                                 ",1300,15400,14100,1250,14300,13000,
6,184,"KER"," ",8.35,"EDISON HIGHWAY                                                                                                ",1250,14300,13000,810,9400,8500,
6,184,"KER"," ",9.6,"NILES STREET                                                                                                  ",1250,14000,10600,650,7500,6800,
6,184,"KER"," ",12.14,"BAKERSFIELD, JCT. RTE. 178                                                                                    ",310,3650,3300,"      ","       ","       ",
4,185,"ALA"," ","       ","ALAMEDA COUNTY                                                                                                ","      ","       ","       ","      ","       ","       ",
4,185,"ALA"," ",0,"HAYWARD, JCT. RTES. 92 AND 2  JACKSON STREET/FOOTHILL BOULEVARD                                               ","      ","       ","       ",1600,21000,19800,
4,185,"ALA"," ",0.38,"HAYWARD, A STREET                                                                                             ",1800,23700,22400,2200,29000,27500,
4,185,"ALA"," ",1.61,"MATTOX ROAD                                                                                                   ",2200,29000,27500,2250,29500,28000,
4,185,"ALA"," ",1.88,"LEWELLING BOULEVARD                                                                                           ",2000,26000,25000,1650,21700,20800,
4,185,"ALA"," ",1.99,"JCT. RTE. 238                                                                                                 ",1650,21700,20800,1800,23600,22700,
4,185,"ALA"," ",2.19,"168TH AVENUE                                                                                                  ",1800,23600,22700,1800,23600,22800,
4,185,"ALA"," ",3.69,"SAN LEANDRO, 150TH AVENUE                                                                                     ",1800,23500,22700,1900,24600,23800,
4,185,"ALA"," ",3.75,"SAN LEANDRO, HESPERIAN BOULEVARD                                                                              ",1900,24600,23800,2050,27000,26000,
4,185,"ALA"," ",5.18,"SAN LEANDRO, SYBIL AVENUE                                                                                     ",1400,18600,18100,1400,18000,17600,
4,185,"ALA"," ",5.73,"SAN LEANDRO, DAVIS STREET,   JCT. RTE. 112 WEST                                                               ",1850,24300,23800,1550,20300,19900,
4,185,"ALA"," ",7.24,"OAKLAND, 98TH AVENUE                                                                                          ",1950,25500,25000,2000,26000,25500,
4,185,"ALA"," ",8.69,"OAKLAND, 73RD AVENUE                                                                                          ",1900,25000,24600,2250,29000,28500,
4,185,"ALA"," ",9.75,"OAKLAND, 55TH AVENUE                                                                                          ",2150,28000,27500,1900,25000,24600,
4,185,"ALA"," ",10.38,"OAKLAND, 44TH AVENUE                                                                                          ",2250,29000,28500,780,10200,10000,
4,185,"ALA"," ",10.47,"OAKLAND, HIGH/12TH STREETS                                                                                    ",470,6100,6000,"      ","       ","       ",
11,186,"IMP"," ","       ","IMPERIAL COUNTY                                                                                               ","      ","       ","       ","      ","       ","       ",
11,186,"IMP"," ",0,"MEXICAN BOUNDARY                                                                                              ","      ","       ","       ",1100,11700,7400,
11,186,"IMP"," ",2.07,"JCT. RTE. 8                                                                                                   ",1050,11200,7100,"      ","       ","       ",
7,187," LA"," ","       ","LOS ANGELES COUNTY                                                                                            ","      ","       ","       ","      ","       ","       ",
7,187," LA"," ",3.5,"LOS ANGELES, JCT. RTE. 1,   LINCOLN AVENUE                                                                    ","      ","       ","       ",3200,38000,37500,
7,187," LA"," ",4.78,"LOS ANGELES, CENTINELA AVENUE                                                                                 ",3450,43000,42500,3300,43000,42500,
7,187," LA"," ",5.83,"LOS ANGELES, JCT. RTE.   405, SAN DIEGO FREEWAY                                                               ",3300,43000,42500,3950,49000,48500,
7,187," LA"," ",5.91,"LOS ANGELES, SEPULVEDA BOULEVARD                                                                              ",3950,49000,48500,4000,47500,47000,
7,187," LA"," ",6,"LOS ANGELES, BENTLEY AVENUE                                                                                   ",4000,47500,47000,4450,51000,50000,
7,187," LA"," ",6.62,"LOS ANGELES, OVERLAND AVENUE                                                                                  ",4450,51000,50000,4500,50000,49500,
7,187," LA"," ",6.76,"LOS ANGELES, MENTONE AVENUE                                                                                   ",4500,50000,49500,3400,37000,36500,
7,187," LA"," ",8.8,"LOS ANGELES, JCT. RTE. 10,   SANTA MONICA FREEWAY                                                             ",3400,37000,36500,3900,40500,40000,
7,187," LA"," ",8.91,"LOS ANGELES, CADILLAC AVENUE                                                                                  ",3900,40500,40000,"      ","       ","       ",
11,188," SD"," ","       ","SAN DIEGO COUNTY                                                                                              ","      ","       ","       ","      ","       ","       ",
