"District","Route","County","Prefix","Postmile","Description","Back Peak Hour","Back Peak Month","Back AADT","Ahead Peak Hour","Ahead Peak Month","Ahead AADT",
6,178,"KER"," ",55.68,"SIERRA WAY                                                                                                    ",1200,8100,6600,1400,9600,7800,
6,178,"KER","R",56.82,"MILEPOST EQUATION  =56.70                                                                  ",,,,,,,
6,178,"KER"," ",57.08,"WELDON, KELSO VALLEY ROAD                                                                                     ",400,3900,3650,240,2900,2700,
6,178,"KER"," ",88.26,"FREEMAN JUNCTION,   SOUTH JCT. RTE. 14                                                                        ",140,1650,1300,"      ","       ","       ",
6,178,"KER"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
6,178,"KER"," ",88.38,"HOMESTEAD SOUTH JUNCTION,   NORTH JCT. RTE. 14                                                                ","      ","       ","       ",180,2400,2250,
6,178,"KER","R",93.24,"JCT. RTE. 395, INYOKERN                                                                                       ",690,6900,6500,870,8400,8000,
6,178,"KER","R",93.5,"MILEPOST EQUATION   =93.51                                                                                    ",,,,,,,
6,178,"KER"," ",99.09,"RIDGECREST WEST CITY LIMITS                                                                                   ",870,8400,8000,850,8900,7900,
6,178,"KER"," ",100.61,"RIDGECREST, NORTH   CHINA LAKE BOULEVARD                                                                      ",850,8900,7900,1600,17000,14900,
6,178,"KER"," ",102.62,"RIDGECREST, RIDGECREST/   CHINA LAKE BOULEVARDS                                                               ",1150,12100,11600,1200,12400,12000,
6,178,"KER"," ",103.85,"RIDGECREST, RICHMOND ROAD                                                                                     ",740,6100,5700,350,2500,2300,
6,178,"KER"," ",104.62,"KERN-SAN BERNARDINO COUNTY LIN                                                                                ",350,2500,2300,"      ","       ","       ",
8,178,"SBD"," ",0,"KERN-SAN BERNARDINO COUNTY LIN                                                                                ","      ","       ","       ",350,2500,2300,
8,178,"SBD"," ",7.35,"TRONA ROAD                                                                                                    ",380,2750,2500,380,2750,2500,
8,178,"SBD","R",12.73,"MILEPOST EQUATION   =12.77                                                                                    ",,,,,,,
8,178,"SBD"," ",14.78,"TRONA ROAD                                                                                                    ",380,2750,2500,"      ","       ","       ",
8,178,"SBD"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
9,178,"INY"," ","       ","INYO COUNTY                                                                                                   ","      ","       ","       ","      ","       ","       ",
9,178,"INY"," ",28,"DEATH VALLEY MONUMENT,   SOUTH BOUNDARY                                                                       ","      ","       ","       ",30,220,190,
9,178,"INY"," ",42.92,"NORTH JCT. RTE. 127;   SHOSHONE, NORTH                                                                        ",30,220,190,"      ","       ","       ",
9,178,"INY"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
9,178,"INY"," ",42.93,"SHOSHONE, SOUTH JCT. RTE. 127                                                                                 ","      ","       ","       ",120,1450,940,
6,178,"KER","S",1.74,"STATE ROUTE 178 S                                                                                             ","      ","       ","       ","      ","       ","       ",
6,178,"KER","S",1.74,"C O U P L E T . . EASTBOUND . . ONE WAY TRAVEL                                                                ","      ","       ","       ","      ","       ","       ",
6,178,"KER","S",1.74,"BAKERSFIELD, JCT. RTE. 178                                                                                    ","      ","       ","       ",880,9100,8600,
6,178,"KER","S",1.81,"BAKERSFIELD, 23RD/O STREETS                                                                                   ",880,9100,8600,"      ","       ","       ",
6,178,"KER","S",1.75,"C O U P L E T . . WESTBOUND . . ONE WAY TRAVEL                                                                ","      ","       ","       ","      ","       ","       ",
6,178,"KER","S",1.74,"BAKERSFIELD, JCT. RTE. 178                                                                                    ","      ","       ","       ",880,9100,8600,
6,178,"KER","S",1.96,"BAKERSFIELD, 24TH/Q STREETS                                                                                   ",880,9100,8600,"      ","       ","       ",
6,178,"KER","S",1.96,"C O U P L E T . . END . . BEGIN TWO WAY TRAVEL                                                                ","      ","       ","       ","      ","       ","       ",
6,178,"KER","S",1.96,"BAKERSFIELD, 24TH/Q STREETS                                                                                   ","      ","       ","       ",570,5900,5600,
6,178,"KER","S",2.16,"BAKERSFIELD, NORTH JCT. RTE. 204                                                                              ",570,5900,5600,"      ","       ","       ",
6,180,"FRE"," ","       ","FRESNO COUNTY                                                                                                 ","      ","       ","       ","      ","       ","       ",
6,180,"FRE"," ",23.5,"MENDOTA, NORTH JCT. RTE.   33; DERRICK AVENUE                                                                 ","      ","       ","       ",470,6700,5600,
6,180,"FRE"," ",24.01,"MENDOTA, 7TH STREET                                                                                           ",930,13500,10700,870,12600,10000,
6,180,"FRE"," ",24.1,"MENDOTA, 8TH STREET -                                                                                         ",870,12600,10000,850,12400,9800,
6,180,"FRE"," ",24.6,"BELMONT AVENUE                                                                                                ",670,9700,7700,320,4650,3700,
6,180,"FRE"," ",26.12,"PANOCHE ROAD                                                                                                  ",320,4650,3700,510,6600,5700,
6,180,"FRE"," ",34.59,"JAMES ROAD                                                                                                    ",360,5100,4450,500,6800,6000,
6,180,"FRE"," ",41.63,"SISKIYOU AVENUE                                                                                               ",550,7400,6600,560,7600,6800,
6,180,"FRE"," ",42.64,"KERMAN, JCT.RTE. 145                                                                                          ",590,8200,7100,740,10300,8900,
6,180,"FRE"," ",43.63,"GOLDENROD AVENUE                                                                                              ",740,10300,8900,610,8300,7400,
6,180,"FRE"," ",47.65,"DICKENSON AVENUE                                                                                              ",480,6500,5800,500,6600,5500,
6,180,"FRE"," ",50.6,"GRANTLAND AVENUE                                                                                              ",400,4900,4400,450,5200,4650,
6,180,"FRE"," ",52.59,"FRESNO, CORNELIA AVENUE                                                                                       ",460,5200,4650,550,6800,6100,
6,180,"FRE"," ",54.58,"FRESNO, MARKS AVENUE                                                                                          ",550,6800,6100,550,7400,6100,
6,180,"FRE"," ",55.08,"FRESNO, HUGHES AVENUE                                                                                         ",530,7100,5900,520,7000,5800,
6,180,"FRE"," ",55.59,"FRESNO, WEST AVENUE                                                                                           ",610,7700,6800,670,6700,5900,
6,180,"FRE"," ",55.91,"FRESNO, NEAR TEILMAN AVENUE                                                                                   ",670,6700,5900,"      ","       ","       ",
6,180,"FRE"," ",55.91,"C O U P L E T . . EASTBOUND . . . ONE WAY TRAVEL                                                               ","      ","       ","       ","      ","       ","       ",
6,180,"FRE"," ",55.91,"FRESNO, ON AMADOR STREET   AT FRUIT AVENUE                                                                    ","      ","       ","       ",400,4800,4400,
6,180,"FRE"," ",56.37,"FRESNO, ON AMADOR STREET   AT THORNE STREET                                                                   ",400,4800,4400,430,5200,4800,
6,180,"FRE"," ",56.87,"FRESNO, ON A/STANISLAUS STREETS                                                                               ",400,4900,4500,750,6800,6100,
6,180,"FRE"," ",56.96,"FRESNO, A STREET AT   TUOLUMNE STREET                                                                         ",750,6800,6100,530,6400,5900,
6,180,"FRE","G",57.19,"FRESNO, ON TUOLUMNE STREET   AT JCT. RTE. 99                                                                  ",530,6400,5900,"      ","       ","       ",
6,180,"FRE"," ",55.91,"C O U P L E T . . WESTBOUND . . . ONE WAY TRAVE                                                               ","      ","       ","       ","      ","       ","       ",
6,180,"FRE"," ",55.91,"FRESNO, ON WHITES BRIDGE   AVENUE NEAR FRUIT AVENUE                                                           ","      ","       ","       ",550,7200,6600,
6,180,"FRE"," ",56.36,"FRESNO, ON WHITES BRIDGE   AVENUE AT THORNE STREET                                                            ",550,7200,6600,520,6800,6300,
6,180,"FRE"," ",56.92,"FRESNO, B/STANISLAUS STREETS                                                                                  ",510,6700,6200,490,9200,6900,
6,180,"FRE","G",57.07,"FRESNO, STANISLAUS STREET,   NORTH JCT. RTE. 99                                                               ",490,9200,6900,"      ","       ","       ",
6,180,"FRE"," ",57.07,"C O U P L E T . . END . . . BEGIN TWO WAY TRAVEL                                                               ","      ","       ","       ","      ","       ","       ",
6,180,"FRE"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
6,180,"FRE","T",58.03,"FRESNO, SOUTH JCT. RTE. 99                                                                                    ","      ","       ","       ",3900,37500,32000,
6,180,"FRE","T",58.25,"FRESNO, VENTURA/G STREETS                                                                                     ",3900,37500,32000,3550,36500,31000,
6,180,"FRE","T",58.46,"FRESNO, BROADWAY/VENTURA STREETS                                                                              ",3350,34500,29500,3900,42500,36500,
6,180,"FRE","T",58.61,"FRESNO, VENTURA STREET/   VAN NESS AVENUE                                                                     ",3900,42500,36500,4700,53000,45500,
6,180,"FRE","T",58.91,"FRESNO, VENTURA/O STREETS   (MILEPOST EQUATION)                                                               ",4400,52000,44000,4300,47500,40500,
6,180,"FRE"," ",59.43,"FRESNO, FIRST STREET                                                                                          ",4300,47500,40500,4700,52000,44500,
6,180,"FRE"," ",60.43,"FRESNO, CEDAR STREET                                                                                          ",4900,54000,46000,3900,43500,37000,
6,180,"FRE"," ",61.44,"FRESNO, CHESTNUT AVENUE                                                                                       ",3850,42500,36500,4050,44500,38000,
6,180,"FRE"," ",63.45,"FRESNO, CLOVIS AVENUE                                                                                         ",3200,35000,30000,1600,17500,16500,
6,180,"FRE"," ",64.41,"FRESNO, FOWLER AVENUE                                                                                         ",1600,17500,16500,770,9500,8600,
6,180,"FRE"," ",68.6,"MC CALL AVENUE                                                                                                ",770,9500,8600,820,10100,9100,
6,180,"FRE"," ",71.61,"ACADEMY AVENUE                                                                                                ",820,10100,9100,780,9600,8700,
6,180,"FRE"," ",74.61,"CENTERVILLE, SMITH AVENUE                                                                                     ",710,8700,7900,700,8600,7800,
6,180,"FRE"," ",74.95,"TRIMMER SPRINGS ROAD                                                                                          ",740,9100,8200,780,10800,8900,
6,180,"FRE"," ",77.49,"REED AVENUE                                                                                                   ",740,9400,8300,560,7100,6300,
6,180,"FRE"," ",87.71,"JCT. RTE. 63 SOUTH,   HILLS VALLEY ROAD                                                                       ",340,4300,3800,400,5100,4500,
6,180,"FRE"," ",108.13,"JCT. RTE. 245 SOUTH                                                                                           ",200,2550,2250,150,2300,1450,
6,180,"FRE"," ",109.53,"FRESNO COUNTY- TULARE COUNTY LINE                                                                           ","      ","       ","       ","      ","       ","       ",
6,180,"FRE"," ",112.09,"TULARE COUNTY- FRESNO COUNTY LINE                                                                           ","      ","       ","       ","      ","       ","       ",
6,180,"FRE"," ",112.09,"NORTH BOUNDARY GENERAL   GRANT GROVE, KINGS CANYON NATIONAL PARK                         ",150,2300,1450,95,1450,900,
6,180,"FRE"," ",116.85,"HUME LAKE ROAD                                                                                                ",95,1450,900,50,790,500,
6,180,"FRE"," ",137.94,"KINGS CANYON NATIONAL PARK                                                                                    ",50,790,500,"      ","       ","       ",
6,180,"FRE"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
6,180,"FRE","R",56.52,"STATE ROUTE 180 S                                                                                             ","      ","       ","       ","      ","       ","       ",
6,180,"FRE","R",56.52,"FRESNO, JCT. RTE. 99; BEGIN FREEWAY                                                                           ","      ","       ","       ",4850,54000,43000,
6,180,"FRE","R",57.24,"FRESNO, FULTON STREET                                                                                         ",4850,54000,43000,5300,51000,41000,
6,180,"FRE","R",57.84,"FRESNO, BLACKSTONE AVENUE                                                                                     ",5300,51000,41000,5800,62000,44000,
6,180,"FRE","T",58.65,"FRESNO, JCT. RTE. 41; END FREEWAY                                                                             ",5800,62000,44000,"      ","       ","       ",
9,182,"MNO"," ","       ","MONO COUNTY                                                                                                   ","      ","       ","       ","      ","       ","       ",
9,182,"MNO"," ",0,"BRIDGEPORT, JCT. RTE. 395                                                                                     ","      ","       ","       ",220,1750,1200,
9,182,"MNO","R",6.32,"BRIDGEPORT RESERVOIR                                                                                          ",220,1750,1200,230,1100,800,
9,182,"MNO","R",6.41,"MILEPOST EQUATION   =6.41                                                                              ",,,,,,,
9,182,"MNO"," ",12.65,"NEVADA STATE LINE                                                                                             ",90,310,250,"      ","       ","       ",
5,183,"MON"," ","       ","MONTEREY COUNTY                                                                                               ","      ","       ","       ","      ","       ","       ",
5,183,"MON"," ",0,"SALINAS, JCT. RTE. 101                                                                                        ","      ","       ","       ",2800,32000,31000,
5,183,"MON","R",1.82,"SALINAS WEST CITY LIMITS                                                                                      ",1800,18500,17000,1800,18500,17000,
5,183,"MON","R",7.65,"ESPINOSA ROAD                                                                                                 ",1800,18500,17000,2050,20300,18500,
5,183,"MON"," ",9.01,"CASTROVILLE, JCT. RTE. 156                                                                                    ",2100,26500,24300,1400,14000,12300,
5,183,"MON"," ",9.98,"CASTROVILLE, JCT. RTE. 1                                                                                      ",1400,14000,12300,"      ","       ","       ",
6,184,"KER"," ","       ","KERN COUNTY                                                                                                   ","      ","       ","       ","      ","       ","       ",
6,184,"KER","L",0,"JCT. RTE. 223 (BEAR   MOUNTAIN BOULEVARD)                                                                     ","      ","       ","       ",460,6700,5200,
6,184,"KER","L",2,"WEEDPATCH LOOP ROAD   (MILEPOST EQUATION)                                                                     ",540,8800,6100,660,11100,7500,
6,184,"KER"," ",1,"DI GIORGIO ROAD                                                                                               ",840,14100,9500,1450,18500,14200,
6,184,"KER"," ",1.26,"LAMONT, SEGRUE ROAD                                                                                           ",1050,13400,10300,1350,17200,13200,
6,184,"KER"," ",2.04,"PANAMA ROAD                                                                                                   ",1450,20500,15700,920,11900,9100,
6,184,"KER"," ",4.05,"PANAMA LANE                                                                                                   ",790,9800,7800,880,10900,8700,
6,184,"KER"," ",7.94,"JCT. RTE. 58                                                                                                  ",810,12000,11100,1150,13600,12500,
6,184,"KER"," ",8.08,"BRUNDAGE LANE                                                                                                 ",1150,13600,12500,1150,12700,11500,
6,184,"KER"," ",8.35,"EDISON HIGHWAY                                                                                                ",1150,12700,11500,700,8200,7400,
6,184,"KER"," ",9.6,"NILES STREET                                                                                                  ",770,10700,9400,570,6600,6000,
6,184,"KER"," ",12.14,"BAKERSFIELD, JCT. RTE. 178                                                                                    ",280,3250,2950,"      ","       ","       ",
4,185,"ALA"," ","       ","ALAMEDA COUNTY                                                                                                ","      ","       ","       ","      ","       ","       ",
4,185,"ALA"," ",0,"HAYWARD, JCT. RTES. 92 AND 2  JACKSON STREET/FOOTHILL BOULEVARD                                               ","      ","       ","       ",1450,18300,17500,
4,185,"ALA"," ",0.38,"HAYWARD, A STREET                                                                                             ",1600,19600,18800,1950,23900,23000,
4,185,"ALA"," ",1.61,"MATTOX ROAD                                                                                                   ",2200,27000,26000,2300,28000,27000,
4,185,"ALA"," ",1.88,"LEWELLING BOULEVARD                                                                                           ",2050,25500,24500,2000,24900,23900,
4,185,"ALA"," ",1.99,"JCT. RTE. 238                                                                                                 ",2000,24900,23900,2700,33500,32000,
4,185,"ALA"," ",2.19,"168TH AVENUE                                                                                                  ",2700,33500,32000,1800,22400,21500,
4,185,"ALA"," ",3.69,"SAN LEANDRO, 150TH AVENUE                                                                                     ",2000,24300,23400,2250,27500,26500,
4,185,"ALA"," ",3.75,"SAN LEANDRO, HESPERIAN BOULEVARD                                                                              ",2250,27500,26500,2200,27000,26000,
4,185,"ALA"," ",5.18,"SAN LEANDRO, SYBIL AVENUE                                                                                     ",1550,19300,18600,1400,17100,16500,
4,185,"ALA"," ",5.73,"SAN LEANDRO, DAVIS STREET,   JCT. RTE. 112 WEST                                                               ",1900,23100,22300,1550,18900,18200,
4,185,"ALA"," ",7.24,"OAKLAND, 98TH AVENUE                                                                                          ",2050,25500,24400,2050,25500,24400,
4,185,"ALA"," ",8.69,"OAKLAND, 73RD AVENUE                                                                                          ",2350,29000,27500,2350,29000,27500,
4,185,"ALA"," ",9.75,"OAKLAND, 55TH AVENUE                                                                                          ",2250,28000,26500,1950,25000,23800,
4,185,"ALA"," ",10.38,"OAKLAND, 44TH AVENUE                                                                                          ",1950,26500,24800,2200,30000,28000,
4,185,"ALA"," ",10.47,"OAKLAND, HIGH/12TH STREETS                                                                                    ",2200,30000,28000,"      ","       ","       ",
11,186,"IMP"," ","       ","IMPERIAL COUNTY                                                                                               ","      ","       ","       ","      ","       ","       ",
11,186,"IMP"," ",0,"MEXICAN BOUNDARY                                                                                              ","      ","       ","       ",920,9000,6100,
11,186,"IMP"," ",2.07,"JCT. RTE. 8                                                                                                   ",950,9300,6300,"      ","       ","       ",
7,187," LA"," ","       ","LOS ANGELES COUNTY                                                                                            ","      ","       ","       ","      ","       ","       ",
7,187," LA"," ",3.5,"LOS ANGELES, JCT. RTE. 1,   LINCOLN AVENUE                                                                    ","      ","       ","       ",2650,32000,31500,
7,187," LA"," ",4.78,"LOS ANGELES, CENTINELA AVENUE                                                                                 ",3150,39500,39000,3350,43500,43000,
7,187," LA"," ",5.83,"LOS ANGELES, JCT. RTE.   405, SAN DIEGO FREEWAY                                                               ",3350,43500,43000,3650,45500,45000,
7,187," LA"," ",5.91,"LOS ANGELES, SEPULVEDA BOULEVARD                                                                              ",3650,45500,45000,4050,48000,47500,
7,187," LA"," ",6,"LOS ANGELES, BENTLEY AVENUE                                                                                   ",4050,48000,47500,4650,53000,52000,
7,187," LA"," ",6.62,"LOS ANGELES, OVERLAND AVENUE                                                                                  ",4650,53000,52000,4350,48000,47500,
7,187," LA"," ",6.76,"LOS ANGELES, MENTONE AVENUE                                                                                   ",4350,48000,47500,3000,32500,32000,
7,187," LA"," ",8.8,"LOS ANGELES, JCT. RTE. 10,   SANTA MONICA FREEWAY                                                             ",3000,32500,32000,2700,28500,28000,
7,187," LA"," ",8.91,"LOS ANGELES, CADILLAC AVENUE                                                                                  ",2700,28500,28000,"      ","       ","       ",
11,188," SD"," ","       ","SAN DIEGO COUNTY                                                                                              ","      ","       ","       ","      ","       ","       ",
11,188," SD"," ",0,"MEXICAN BOUNDARY                                                                                              ","      ","       ","       ",780,8200,7900,
11,188," SD"," ",0.05,"U. S. CUSTOMS STATION                                                                                         ",780,8200,7900,530,5500,5300,
11,188," SD"," ",1.85,"JCT. RTE. 94                                                                                                  ",530,5500,5300,"      ","       ","       ",
8,189,"SBD"," ","       ","SAN BERNARDINO COUNTY                                                                                         ","      ","       ","       ","      ","       ","       ",
8,189,"SBD"," ",0,"JCT. RTE. 18                                                                                                  ","      ","       ","       ",300,3450,3200,
8,189,"SBD"," ",0.03,"LAKE GREGORY DRIVE                                                                                            ",300,3450,3200,320,3450,3150,
8,189,"SBD"," ",1.81,"TWIN PEAKS, ROSE LANE                                                                                         ",320,3450,3150,420,4400,3950,
8,189,"SBD"," ",2.81,"GRASS VALLEY ROAD                                                                                             ",420,4400,3950,650,6700,5900,
8,189,"SBD"," ",3.09,"DALEY CANYON ROAD                                                                                             ",650,6700,5900,850,8500,7400,
8,189,"SBD"," ",5.57,"LAKE ARROWHEAD, JCT. RTE.   173; VILLAGE ROAD                                                                 ",650,6200,5400,"      ","       ","       ",
6,190,"TUL"," ","       ","TULARE COUNTY                                                                                                 ","      ","       ","       ","      ","       ","       ",
6,190,"TUL"," ",0,"JCT. RTE. 99; TIPTON, SOUTH                                                                                   ","      ","       ","       ",360,4300,3650,
6,190,"TUL"," ",9.47,"POPLAR, ROAD 192/DETTLE AVENUE                                                                                ",310,3750,3200,440,5100,4350,
6,190,"TUL","R",15.24,"PORTERVILLE, JCT. RTE 65 (ROAD 238)                                                                           ",660,7800,6600,1600,19000,16000,
6,190,"TUL"," ",16.45,"PORTERVILLE, SOUTH PORTER=   VILLE OVERHEAD/MAIN STREET                                                       ",1800,21400,18000,1700,20200,17000,
6,190,"TUL"," ",16.97,"PORTERVILLE, PLANO STREET (ROAD 252)                                                                          ",1700,20200,17000,1400,16800,14100,
6,190,"TUL"," ",18.45,"PORTERVILLE, HOSPITAL ROAD                                                                                    ",1000,12400,10400,740,8900,7500,
6,190,"TUL"," ",21.1,"WORTH ROAD (ROAD 284)                                                                                         ",740,8900,7500,620,7500,6300,
6,190,"TUL"," ",22.55,"GOVERNMENT ACCESS   ROAD TO SUCCESS DAM                                                                       ",650,7800,6600,600,7200,6100,
6,190,"TUL"," ",24.45,"TULE INDIAN RESERVATION   ROAD (AVENUE 160)                                                                   ",600,7200,6100,680,8100,6900,
6,190,"TUL"," ",27.3,"RIVER ISLAND ROAD (ROAD 320)                                                                                  ",600,7100,6100,600,7100,6100,
6,190,"TUL","R",31.55,"SPRONGVILLE, CRAMER DRIVE 31.68                                                                               ",480,5200,4450,480,5200,4450,
6,190,"TUL","R",32.7,"BALCH PARK/MILO ROADS                                                                                         ",400,5200,3750,130,1550,1050,
6,190,"TUL","R",33.9,"MILEPOST EQUATION  =33.96                                                                                     ",,,,,,,
6,190,"TUL"," ",47.98,"CAMP NELSON ROAD                                                                                              ",100,1200,820,50,620,420,
6,190,"TUL"," ",56.57,"QUAKING ASPEN CAMP                                                                                            ",50,620,420,"      ","       ","       ",
6,190,"TUL"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
9,190,"INY"," ","       ","INYO COUNTY                                                                                                   ","      ","       ","       ","      ","       ","       ",
9,190,"INY"," ",9.85,"OLANCHA, JCT. RTE. 395                                                                                        ","      ","       ","       ",80,490,330,
9,190,"INY"," ",24.55,"JCT. RTE. 136 NORTHWEST                                                                                       ",50,330,200,110,840,540,
9,190,"INY"," ",63.88,"MILEPOST EQUATION =R63.70                                                                              ",,,,,,,
9,190,"INY","R",67.96,"MILEPOST EQUATION  =67.68                                                                              ",,,,,,,
9,190,"INY"," ",85.83,"STOVEPIPE WELLS                                                                                               ",170,1400,830,330,2400,1500,
9,190,"INY"," ",93.21,"SCOTTYS CASTLE ROAD                                                                                          '",330,2400,1500,180,1250,810,
9,190,"INY"," ",99.77,"BEATTY CUTOFF ROAD                                                                                            ",180,1250,810,330,2150,1450,
9,190,"INY"," ",110.72,"FURNACE CREEK RANCH                                                                                           ",330,2150,1450,340,1750,1350,
9,190,"INY"," ",111.73,"BAD WATER ROAD                                                                                                ",340,1750,1350,140,1350,1150,
9,190,"INY"," ",140.69,"DEATH VALLEY JUNCTION,   JCT. RTE. 127                                                                        ",110,990,840,"      ","       ","       ",
3,191,"BUT"," ","       ","BUTTE COUNTY                                                                                                  ","      ","       ","       ","      ","       ","       ",
3,191,"BUT"," ",0,"JCT. RTE. 70                                                                                                  ","      ","       ","       ",510,4900,4450,
3,191,"BUT"," ",3.53,"DURHAM PENTZ ROAD                                                                                             ",510,4900,4450,570,5800,5400,
3,191,"BUT"," ",3.93,"BUTTE COLLEGE DRIVE                                                                                           ",570,5800,5400,650,6500,6400,
3,191,"BUT"," ",8.66,"PARADISE, AIRPORT ROAD                                                                                        ",650,6500,6400,640,6600,6500,
3,191,"BUT"," ",10.08,"PARADISE, EASY STREET                                                                                         ",640,6600,6500,870,9600,9500,
3,191,"BUT"," ",11.13,"PARADISE, BUSHMAN ROAD                                                                                        ",870,9600,9500,890,10300,9600,
5,192,"SB","R",0.02,"JCT. RTE. 154; SANTA BARBARA, WEST                                                                            ",890,10300,9600,1250,12400,12100,
5,192,"SB"," ",0.18,"CIENEGUITAS AVENUE                                                                                            ",1250,12400,12100,1500,13000,12000,
5,192,"SB"," ",1.64,"SANTA BARBARA, ONTARE ROAD                                                                                    ",1500,13000,12000,1650,10800,9400,
5,192,"SB"," ",4.15,"SANTA BARBARA, MOUNTAIN DRIVE                                                                                 ",270,3100,2700,250,3450,3000,
5,192,"SB"," ",5.99,"SANTA BARBARA, JCT. RTE. 144 SOUTH                                                                            ",260,2050,1800,360,2900,2600,
5,192,"SB"," ",8.28,"HOT SPRINGS ROAD                                                                                              ",360,2900,2600,770,7900,7700,
5,192,"SB"," ",8.82,"SAN YSIDRO ROAD                                                                                               ",770,7900,7700,1100,9300,8500,
5,192,"SB"," ",10.74,"SHEFFIELD DRIVE                                                                                               ",1100,9300,8500,170,1800,1750,
5,192,"SB"," ",11.8,"FREEHAVEN DRIVE                                                                                               ",170,1800,1750,170,1800,1750,
5,192,"SB"," ",12.48,"TORO CANYON ROAD                                                                                              ",170,1800,1750,130,1050,950,
5,192,"SB"," ",17.44,"CARPINTERIA, LINDEN AVENUE                                                                                    ",410,3750,3650,300,3000,2900,
5,192,"SB"," ",21.07,"JCT. RTE. 150                                                                                                 ",100,650,600,"      ","       ","       ",
3,193,"PLA"," ","       ","PLACER COUNTY                                                                                                 ","      ","       ","       ","      ","       ","       ",
3,193,"PLA"," ",0,"LINCOLN, JCT. RTE. 65                                                                                         ","      ","       ","       ",600,8100,6700,
3,193,"PLA"," ",0.51,"LINCOLN, AUBURN RAVINE                                                                                        ",660,7400,6600,660,7400,6600,
3,193,"PLA"," ",1.36,"MISSILE ROAD                                                                                                  ",660,7400,6600,580,7300,6500,
3,193,"PLA"," ",3,"SIERRA COLLEGE BOULEVARD                                                                                      ",580,7300,6500,450,5500,5000,
3,193,"PLA"," ",4.51,"CLARK TUNNEL ROAD                                                                                             ",450,5500,5000,470,4700,4400,
3,193,"PLA"," ",6.37,"GOLD HILL ROAD                                                                                                ",470,4700,4400,400,4800,4500,
3,193,"PLA"," ",9.77,"TAYLOR ROAD                                                                                                   ",400,4800,4500,810,8500,8000,
3,193,"PLA"," ",10.19,"NEWCASTLE, JCT. RTE. 80                                                                                       ",810,8500,8000,"      ","       ","       ",
3,193,"PLA"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
3,193," ED"," ","       ","EL DORADO COUNTY                                                                                              ","      ","       ","       ","      ","       ","       ",
3,193," ED"," ",0,"COOL, JCT. RTE. 49                                                                                            ","      ","       ","       ",600,6700,6300,
3,193," ED"," ",0.86,"AMERICAN RIVER ROAD                                                                                           ",600,6700,6300,440,5500,5300,
3,193," ED","R",2.17,"AUBURN LAKE TRAIL ROAD                                                                                        ",440,5500,5300,420,5800,5500,
3,193," ED","R",7.48,"MILEPOST EQUATION    =7.93                                                                                    ",,,,,,,
3,193," ED"," ",12.19,"EVERGREEN COURT ROAD                                                                                          ",420,5800,5500,400,5400,4950,
3,193," ED"," ",12.7,"GEORGETOWN, LOWER MAIN STREET                                                                                 ",400,5400,4950,170,2300,2050,
3,193," ED"," ",16.11,"BLACK OAK MINE ROAD                                                                                           ",170,2300,2050,170,1650,1450,
3,193," ED"," ",19.4,"GARDEN VALLEY ROAD/COUNTY ROAD P53                                                                            ",170,1650,1450,140,1900,1700,
3,193," ED"," ",26.95,"JCT. RTE. 49; PLACERVILLE, NORTH                                                                              ",240,2800,2400,"      ","       ","       ",
8,195,"RIV"," ","       ","RIVERSIDE COUNTY                                                                                              ","      ","       ","       ","      ","       ","       ",
8,195,"RIV"," ",0,"JCT. RTE. 86                                                                                                  ","      ","       ","       ",340,5100,3700,
8,195,"RIV"," ",5.44,"66TH AVENUE                                                                                                   ",470,6500,4900,540,7000,5400,
8,195,"RIV"," ",7.42,"MECCA, JCT. RTE. 111                                                                                          ",310,3850,3000,"      ","       ","       ",
1,197," DN"," ","       ","DEL NORTE COUNTY                                                                                              ","      ","       ","       ","      ","       ","       ",
1,197," DN","R",0,"JCT. RTE. 199                                                                                                 ","      ","       ","       ",220,2550,2050,
1,197," DN","M",3.31,"POSTMILE EQUATION   =3.67                                                                              ",,,,,,,
1,197," DN"," ",7.08,"JCT. RTE. 101; SMITH RIVER, SOUTH                                                                             ",250,2300,1800,"      ","       ","       ",
5,198,"MON"," ","       ","MONTEREY COUNTY                                                                                               ","      ","       ","       ","      ","       ","       ",
5,198,"MON","R",0.11,"JCT. RTE. 101                                                                                                 ","      ","       ","       ",150,1950,1700,
5,198,"MON","R",1,"MILEPOST EQUATION    =0.48                                                                                    ",,,,,,,
5,198,"MON"," ",0.5,"SAN LUCAS, EAST                                                                                               ",150,1950,1700,80,1100,800,
5,198,"MON"," ",14,"JCT. RTE. 25 NORTH                                                                                            ",80,1100,800,130,1150,900,
5,198,"MON","L",20.45,"MILEPOST EQUATION  =20.42                                                                              ",,,,,,,
5,198,"MON"," ",25.79,"MONTEREY-FRESNO COUNTY LINE                                                                                   ",160,1400,1100,"      ","       ","       ",
