"Date","Time","# Fog Days","Station Type","Maintenance Indicator","Sky Conditions","Visibility","Weather Type","Dry Bulb Temp (F)","Dew Point Temp. (F)","Wet Bulb Temp (F)","% Rel Humidity","Wind Speed (KT)","Wind Dir.","Wind Char. Gusts (KT)","Val. For Wind Char.","Station Pressure","Pressure Tendency","Sea Level Pressure","Report Type","Precipitation total"
"17","455",,"AO20","-","OVC110","10SM","-","42.1000390625","37","39.90001953125","82","6","170","-","0","30.08001953125","-","194","AA","-"
"17","555",,"AO20","-","OVC041","10SM","-RA","42.1000390625","37.90001953125","40.30001953125","85","5","130","-","0","30.08001953125","-","195","AA","T"
"17","639",,"AO20","-","BKN028 OVC033","6SM","RA BR","-","-","-","-","8","180","-","0","-","-","-","SP","-"
"17","655",,"AO20","-","FEW026 OVC035","9SM","-RA","43","39.90001953125","41.5","89","7","180","-","0","30.07001953125","8","192","AA","0.0600000381469727"
"17","755",,"AO20","-","OVC034","10SM","-RA","43","41","42.1000390625","93","7","170","-","0","30.07001953125","-","192","AA","0.0100000095367432"
"17","855",,"AO20","-","OVC028","5SM","-RA BR","43","41","42.1000390625","93","8","160","-","0","30.07001953125","-","192","AA","0.0300000190734863"
"17","955",,"AO20","-","OVC032","10SM","-RA","43","41","42.1000390625","93","11","180","-","0","30.07001953125","8","190","AA","0.0300000190734863"
"17","1026",,"AO21","-","FEW010 OVC028","9SM","-RA","-","-","-","-","8","170","-","0","-","-","-","SP","-"
"17","1055",,"AO21","-","FEW010 BKN025 OVC031","6SM","-RA BR","43","41","42.1000390625","93","8","180","-","0","30.06001953125","-","190","AA","0.0300000190734863"
"17","1155",,"AO21","-","OVC023","9SM","-RA","43","39.90001953125","41.5","89","7","190","-","0","30.06001953125","-","187","AA","0.0800000762939453"
"17","1222",,"AO21","-","FEW009 OVC025","8SM","-RA","-","-","-","-","14","180","-","0","-","-","-","SP","-"
"17","1238",,"AO21","-","SCT033 BKN044","10SM","-RA","-","-","-","-","16","180","-","0","-","-","-","SP","-"
"17","1255",,"AO21","-","SCT050","10SM","-RA","43","41","42.1000390625","93","14","180","-","0","30","8","168","AA","0.0100000095367432"
"17","1355",,"AO21","-","SCT010","10SM","-","46","42.1000390625","44.2000390625","86","14","170","-","0","29.98001953125","-","162","AA","T"
"17","1406",,"AO21","-","BKN012 BKN016","10SM","-","-","-","-","-","11","170","-","0","-","-","-","SP","-"
"17","1445",,"AO21","-","OVC016","10SM","-","-","-","-","-","9","170","-","0","-","-","-","SP","-"
"17","1455",,"AO21","-","BKN016","10SM","-","46","39.90001953125","43.2000390625","79","8","170","-","0","29.97001953125","-","159","AA","-"
"17","1555",,"AO21","-","OVC016","10SM","-","48","41","44.8000390625","77","6","140","-","0","29.96001953125","7","154","AA","-"
"17","1611",,"AO21","-","FEW018 SCT024 BKN044","10SM","-","-","-","-","-","7","180","-","0","-","-","-","SP","-"
"17","1655",,"AO21","-","CLR","10SM","-","46","39","42.8000390625","77","7","190","-","0","29.95001953125","-","153","AA","-"
"17","1755",,"AO21","-","SCT047 BKN055","10SM","-","45","39.90001953125","42.6000390625","83","0","0","-","0","29.97001953125","-","157","AA","-"
"17","1855",,"AO21","-","FEW033","10SM","-","42.1000390625","37.90001953125","40.30001953125","85","5","280","-","0","29.97001953125","3","158","AA","-"
"17","1955",,"AO21","-","SCT027 SCT034 BKN046","10SM","-","42.1000390625","37.90001953125","40.30001953125","85","9","330","-","0","29.99001953125","-","164","AA","-"
"17","2055",,"AO22","-","CLR","10SM","-","39","36","37.80001953125","89","7","310","-","0","30","-","167","AA","-"
"17","2155",,"AO22","-","CLR","10SM","-","37.90001953125","37","37.60001953125","97","7","300","-","0","30.03001953125","3","178","AA","-"
"17","2255",,"AO22","-","CLR","10SM","-","39","37","38.10001953125","93","9","310","-","0","30.03001953125","-","179","AA","-"
"17","2355",,"AO22","-","CLR","10SM","-","37","36","36.5","96","7","320","-","0","30.03001953125","-","180","AA","-"
"18","55",,"AO20","-","CLR","10SM","-","39","36","37.80001953125","89","9","340","-","0","30.03001953125","0","178","AA","-"
"18","155",,"AO20","-","CLR","10SM","-","37.90001953125","36","37","93","15","340","-","0","30.03001953125","-","180","AA","-"
"18","255",,"AO20","-","CLR","10SM","-","37.90001953125","34","36.30001953125","86","15","340","-","0","30.02001953125","-","177","AA","-"
"18","355",,"AO20","-","CLR","10SM","-","37","30.90001953125","34.5","79","12","340","-","0","30.03001953125","8","178","AA","-"
"18","455",,"AO20","-","CLR","10SM","-","36","30","33.60001953125","79","14","330","-","0","30.05001953125","-","184","AA","-"
"18","555",,"AO20","-","CLR","10SM","-","36","28.90001953125","33.30001953125","76","13","330","-","0","30.07001953125","-","192","AA","-"
"18","655",,"AO20","-","CLR","10SM","-","37","28.90001953125","34","73","14","340","-","0","30.09001953125","1","197","AA","-"
"18","755",,"AO20","-","CLR","10SM","-","41","30.90001953125","36.90001953125","67","13","340","G","20","30.11001953125","-","206","AA","-"
"18","855",,"AO20","-","CLR","10SM","-","46","30","39.40001953125","54","16","340","G","22","30.13001953125","-","212","AA","-"
"18","955",,"AO20","-","CLR","10SM","-","50","30.90001953125","41.9000390625","48","17","360","G","23","30.15001953125","1","218","AA","-"
"18","1055",,"AO21","-","CLR","10SM","-","52","30","42.6000390625","43","16","350","-","0","30.16001953125","-","224","AA","-"
"18","1155",,"AO21","-","CLR","10SM","-","55","30.90001953125","44.4000390625","40","13","330","-","0","30.17001953125","-","226","AA","-"
"18","1255",,"AO21","-","CLR","10SM","-","57","30","45.1000390625","36","13","310","-","0","30.16001953125","0","223","AA","-"
"18","1355",,"AO21","-","CLR","10SM","-","57.9000390625","30","45.5","35","12","340","-","0","30.15001953125","-","219","AA","-"
"18","1455",,"AO21","-","CLR","10SM","-","59","30","46","33","9","310","-","0","30.15001953125","-","218","AA","-"
"18","1555",,"AO21","-","CLR","10SM","-","60.1000390625","30","46.6000390625","32","7","310","-","0","30.16001953125","5","221","AA","-"
"18","1655",,"AO21","-","CLR","10SM","-","59","33.10001953125","47.1000390625","38","4","340","-","0","30.15001953125","-","219","AA","-"
"18","1755",,"AO21","-","CLR","10SM","-","53.1000390625","34","44.4000390625","49","6","340","-","0","30.16001953125","-","221","AA","-"
"18","1855",,"AO21","-","CLR","10SM","-","50","32","42.3000390625","50","0","0","-","0","30.17001953125","3","227","AA","-"
"18","1955",,"AO21","-","CLR","10SM","-","46.9000390625","34","41.4000390625","61","4","250","-","0","30.19001953125","-","231","AA","-"
"18","2055",,"AO22","-","CLR","10SM","-","46","34","40.80001953125","63","7","120","-","0","30.20001953125","-","234","AA","-"
"18","2155",,"AO22","-","CLR","10SM","-","45","36","41","71","0","0","-","0","30.22001953125","3","242","AA","-"
"18","2255",,"AO22","-","CLR","10SM","-","41","37","39.20001953125","86","7","100","-","0","30.22001953125","-","243","AA","-"
"18","2355",,"AO22","-","CLR","10SM","-","39","36","37.80001953125","89","7","110","-","0","30.23001953125","-","246","AA","-"
"19","55",,"AO20","-","CLR","8SM","-","36","35.10001953125","35.60001953125","97","5","130","-","0","30.23001953125","3","248","AA","-"
"19","155",,"AO20","-","CLR","8SM","-","37","35.10001953125","36.10001953125","93","6","100","-","0","30.23001953125","-","247","AA","-"
"19","255",,"AO20","-","CLR","7SM","-","37","35.10001953125","36.10001953125","93","6","110","-","0","30.24001953125","-","249","AA","-"
"19","355",,"AO20","-","CLR","7SM","-","34","33.10001953125","33.60001953125","97","5","140","-","0","30.23001953125","8","246","AA","-"
"19","455",,"AO20","-","CLR","6SM","BR","36","34","35.20001953125","93","5","120","-","0","30.24001953125","-","248","AA","-"
"19","555",,"AO20","-","CLR","6SM","BR","34","33.10001953125","33.60001953125","97","5","150","-","0","30.24001953125","-","249","AA","-"
"19","655",,"AO20","-","CLR","8SM","-","37","35.10001953125","36.10001953125","93","5","140","-","0","30.25","3","253","AA","-"
"19","755",,"AO20","-","CLR","10SM","-","43","37.90001953125","40.80001953125","82","5","160","-","0","30.26001953125","-","255","AA","-"
"19","855",,"AO20","-","CLR","10SM","-","48.9000390625","39.90001953125","44.8000390625","71","7","160","-","0","30.26001953125","-","256","AA","-"
"19","955",,"AO20","-","CLR","10SM","-","52","41","46.8000390625","66","3","VRB","-","0","30.26001953125","1","256","AA","-"
"19","1055",,"AO21","-","CLR","10SM","-","55.9000390625","37.90001953125","47.5","51","4","VRB","-","0","30.25","-","253","AA","-"
"19","1155",,"AO21","-","CLR","10SM","-","59","36","48.2000390625","42","3","VRB","-","0","30.23001953125","-","247","AA","-"
"19","1255",,"AO21","-","CLR","10SM","-","61","36","49.1000390625","39","5","110","-","0","30.21001953125","8","238","AA","-"
"19","1355",,"AO21","-","CLR","10SM","-","62.1000390625","37.90001953125","50.4000390625","41","3","VRB","-","0","30.19001953125","-","231","AA","-"
"19","1455",,"AO21","-","CLR","10SM","-","64","37.90001953125","51.3000390625","38","4","VRB","-","0","30.16001953125","-","223","AA","-"
"19","1555",,"AO21","-","CLR","10SM","-","64","39","51.6000390625","40","6","120","-","0","30.15001953125","6","220","AA","-"
"19","1655",,"AO21","-","CLR","9SM","-","64","42.1000390625","52.9000390625","45","3","30","-","0","30.15001953125","-","221","AA","-"
"19","1755",,"AO21","-","CLR","10SM","-","60.1000390625","42.1000390625","51.1000390625","52","4","90","-","0","30.16001953125","-","224","AA","-"
"19","1855",,"AO21","-","CLR","10SM","-","55.9000390625","43","49.5","62","5","110","-","0","30.17001953125","3","228","AA","-"
"19","1955",,"AO21","-","CLR","10SM","-","52","43","47.7000390625","72","5","140","-","0","30.18001953125","-","231","AA","-"
"19","2055",,"AO22","-","CLR","9SM","-","51.1000390625","43","47.1000390625","74","5","130","-","0","30.19001953125","-","233","AA","-"
"19","2155",,"AO22","-","CLR","8SM","-","48.9000390625","43","46","80","4","140","-","0","30.19001953125","1","234","AA","-"
"19","2255",,"AO22","-","CLR","7SM","-","46.9000390625","42.1000390625","44.6000390625","83","0","0","-","0","30.19001953125","-","234","AA","-"
"19","2355",,"AO22","-","CLR","7SM","-","46","42.1000390625","44.2000390625","86","5","90","-","0","30.19001953125","-","233","AA","-"
"20","55",,"AO20","-","CLR","7SM","-","45","41","43.2000390625","86","6","110","-","0","30.19001953125","8","231","AA","-"
"20","155",,"AO20","-","CLR","8SM","-","44.1000390625","39.90001953125","42.3000390625","85","7","110","-","0","30.17001953125","-","227","AA","-"
"20","255",,"AO20","-","CLR","8SM","-","44.1000390625","39.90001953125","42.3000390625","85","6","110","-","0","30.16001953125","-","222","AA","-"
"20","355",,"AO20","-","CLR","9SM","-","44.1000390625","39.90001953125","42.3000390625","85","7","100","-","0","30.14001953125","8","217","AA","-"
"20","455",,"AO20","-","CLR","10SM","-","43","39.90001953125","41.5","89","6","80","-","0","30.15001953125","-","218","AA","-"
"20","555",,"AO20","-","CLR","10SM","-","39.90001953125","37.90001953125","39","93","0","0","-","0","30.14001953125","-","217","AA","-"
"20","655",,"AO20","-","CLR","9SM","-","42.1000390625","39.90001953125","41.2000390625","92","0","0","-","0","30.14001953125","8","215","AA","-"
"20","755",,"AO20","-","CLR","10SM","-","48","43","45.7000390625","83","4","VRB","-","0","30.14001953125","-","216","AA","-"
"20","855",,"AO20","-","CLR","10SM","-","53.1000390625","44.1000390625","48.6000390625","72","0","0","-","0","30.15001953125","-","220","AA","-"
"20","955",,"AO20","-","CLR","10SM","-","57.9000390625","45","51.3000390625","62","0","0","-","0","30.15001953125","0","219","AA","-"
"20","1055",,"AO21","-","CLR","10SM","-","62.1000390625","43","52.3000390625","50","0","0","-","0","30.13001953125","-","212","AA","-"
"20","1155",,"AO21","-","CLR","10SM","-","63","45","53.6000390625","52","3","VRB","-","0","30.10001953125","-","203","AA","-"
"20","1255",,"AO21","-","CLR","10SM","-","64.9000390625","43","53.6000390625","45","0","0","-","0","30.08001953125","8","195","AA","-"
"20","1355",,"AO21","-","CLR","9SM","-","66.9000390625","43","54.5","42","3","VRB","-","0","30.04001953125","-","183","AA","-"
"20","1455",,"AO21","-","CLR","9SM","-","68","46","56.3000390625","45","0","0","-","0","30.03001953125","-","178","AA","-"
"20","1555",,"AO21","-","CLR","9SM","-","69.1000390625","45","56.1000390625","42","0","0","-","0","30.01001953125","6","172","AA","-"
"20","1655",,"AO21","-","CLR","8SM","-","68","45","55.8000390625","44","0","0","-","0","30","-","167","AA","-"
"20","1755",,"AO21","-","CLR","8SM","-","64.9000390625","46","54.9000390625","51","4","250","-","0","29.99001953125","-","167","AA","-"
"20","1855",,"AO21","-","CLR","9SM","-","61","46","53.2000390625","58","3","290","-","0","30","6","167","AA","-"
"20","1955",,"AO21","-","CLR","9SM","-","59","46.9000390625","52.7000390625","64","4","280","-","0","30.01001953125","-","171","AA","-"
"20","2055",,"AO22","-","CLR","9SM","-","55","48","51.4000390625","77","3","280","-","0","30.01001953125","-","172","AA","-"
"20","2155",,"AO22","-","CLR","8SM","-","55","48","51.4000390625","77","0","0","-","0","30.01001953125","0","171","AA","-"
"20","2255",,"AO22","-","CLR","7SM","-","51.1000390625","46.9000390625","48.9000390625","86","4","270","-","0","30.02001953125","-","174","AA","-"
"20","2355",,"AO22","-","CLR","8SM","-","50","46.9000390625","48.6000390625","89","7","310","-","0","30.01001953125","-","172","AA","-"
"21","55",,"AO20","-","CLR","9SM","-","50","45","47.5","83","3","360","-","0","30.01001953125","8","171","AA","-"
"21","155",,"AO20","-","CLR","10SM","-","48","42.1000390625","45.1000390625","80","4","330","-","0","30.01001953125","-","172","AA","-"
"21","255",,"AO20","-","CLR","10SM","-","48","41","44.8000390625","77","3","340","-","0","29.98001953125","-","163","AA","-"
"21","355",,"AO20","-","CLR","10SM","-","48.9000390625","41","45.1000390625","74","3","350","-","0","29.97001953125","8","159","AA","-"
"21","455",,"AO20","-","CLR","10SM","-","46.9000390625","42.1000390625","44.6000390625","83","0","0","-","0","29.97001953125","-","159","AA","-"
"21","555",,"AO20","-","CLR","10SM","-","45","42.1000390625","43.7000390625","90","0","0","-","0","29.97001953125","-","159","AA","-"
"21","655",,"AO20","-","CLR","10SM","-","46","42.1000390625","44.2000390625","86","3","270","-","0","29.98001953125","3","162","AA","-"
"21","755",,"AO20","-","CLR","8SM","-","51.1000390625","46.9000390625","48.9000390625","86","4","260","-","0","29.99001953125","-","165","AA","-"
"21","855",,"AO20","-","CLR","9SM","-","55","48","51.4000390625","77","5","280","-","0","30","-","168","AA","-"
"21","955",,"AO20","-","CLR","9SM","-","57.9000390625","48","52.7000390625","70","5","290","-","0","30","1","170","AA","-"
"21","1055",,"AO21","-","CLR","9SM","-","62.1000390625","48.9000390625","55","62","0","0","-","0","29.99001953125","-","164","AA","-"
"21","1155",,"AO21","-","CLR","10SM","-","66.9000390625","48.9000390625","57","53","5","VRB","-","0","29.96001953125","-","155","AA","-"
"21","1255",,"AO21","-","CLR","9SM","-","68","50","57.9000390625","53","3","170","-","0","29.94001953125","8","149","AA","-"
"21","1355",,"AO21","-","CLR","7SM","-","69.1000390625","50","58.5","51","0","0","-","0","29.91001953125","-","139","AA","-"
"21","1455",,"AO21","-","CLR","7SM","-","72","50","59.5","46","4","VRB","-","0","29.90001953125","-","134","AA","-"
"21","1555",,"AO21","-","CLR","7SM","-","69.1000390625","51.1000390625","59","53","7","260","-","0","29.90001953125","5","134","AA","-"
"21","1655",,"AO21","-","CLR","9SM","-","66.9000390625","51.1000390625","58.1000390625","57","5","270","-","0","29.89001953125","-","132","AA","-"
"21","1755",,"AO21","-","CLR","8SM","-","64","52","57.4000390625","65","13","290","-","0","29.89001953125","-","131","AA","-"
"21","1855",,"AO21","-","CLR","10SM","-","57.9000390625","46.9000390625","52.2000390625","67","9","320","-","0","29.90001953125","5","133","AA","-"
"21","1955",,"AO21","-","CLR","10SM","-","55","46","50.5","72","11","320","-","0","29.90001953125","-","135","AA","-"
"21","2055",,"AO22","-","CLR","10SM","-","52","46","48.9000390625","80","7","320","-","0","29.90001953125","-","135","AA","-"
"21","2155",,"AO22","-","CLR","10SM","-","51.1000390625","46","48.6000390625","83","6","330","-","0","29.90001953125","0","135","AA","-"
"21","2255",,"AO22","-","CLR","10SM","-","50","46","48","86","6","320","-","0","29.91001953125","-","136","AA","-"
"21","2355",,"AO22","-","CLR","10SM","-","48","45","46.6000390625","89","6","330","-","0","29.91001953125","-","136","AA","-"
"22","55",,"AO20","-","CLR","10SM","-","48","45","46.6000390625","89","4","10","-","0","29.90001953125","0","136","AA","-"
"22","155",,"AO20","-","CLR","10SM","-","48","46","47.1000390625","93","5","50","-","0","29.91001953125","-","137","AA","-"
"22","255",,"AO20","-","CLR","9SM","-","46.9000390625","45","46","93","5","50","-","0","29.90001953125","-","135","AA","-"
"22","355",,"AO20","-","CLR","10SM","-","46.9000390625","45","46","93","4","40","-","0","29.90001953125","8","135","AA","-"
"22","455",,"AO20","-","CLR","10SM","-","48","45","46.6000390625","89","4","50","-","0","29.92001953125","-","141","AA","-"
"22","555",,"AO20","-","CLR","10SM","-","48","45","46.6000390625","89","4","VRB","-","0","29.93001953125","-","146","AA","-"
"22","655",,"AO20","-","CLR","8SM","-","46.9000390625","45","46","93","3","160","-","0","29.94001953125","1","147","AA","-"
"22","755",,"AO20","-","FEW100","9SM","-","50","46","48","86","6","80","-","0","29.92001953125","-","140","AA","-"
"22","855",,"AO20","-","SCT090","10SM","-","51.1000390625","46","48.6000390625","83","7","90","-","0","29.93001953125","-","144","AA","-"
"22","955",,"AO20","-","SCT044 BKN080","10SM","-RA","55","48","51.4000390625","77","5","100","-","0","29.93001953125","5","144","AA","T"
"22","1055",,"AO21","-","FEW065 BKN085","10SM","-","57.9000390625","46.9000390625","52.2000390625","67","9","150","-","0","29.92001953125","-","143","AA","T"
"22","1155",,"AO21","-","BKN075","10SM","-RA","60.1000390625","46.9000390625","53.2000390625","62","7","150","-","0","29.90001953125","-","136","AA","T"
"22","1255",,"AO21","-","SCT070","10SM","-","60.1000390625","48","53.8000390625","65","7","150","-","0","29.89001953125","8","130","AA","T"
"22","1355",,"AO21","-","FEW047 BKN055","10SM","-","62.1000390625","48.9000390625","55","62","3","VRB","-","0","29.86001953125","-","121","AA","T"
"22","1455",,"AO21","-","SCT021 OVC041","2 1/2SM","-RA","55.9000390625","51.1000390625","53.4000390625","84","3","VRB","-","0","29.87001953125","-","126","AA","0.0500000381469727"
"22","1502",,"AO21","-","SCT021 BKN035 OVC055","6SM","-RA","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"22","1555",,"AO21","-","BKN039 OVC060","10SM","-","57","51.1000390625","53.8000390625","81","3","VRB","-","0","29.87001953125","6","124","AA","0.0200000190734863"
"22","1643",,"AO21","-","FEW022 SCT029 OVC036","2SM","+RA BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"22","1655",,"AO21","-","FEW016 BKN029 OVC036","2SM","RA BR","54","52","52.9000390625","93","0","0","-","0","29.87001953125","-","125","AA","0.110000076293945"
"22","1657",,"AO21","-","FEW018 BKN032 OVC040","1 3/4SM","RA BR","-","-","-","-","3","310","-","0","-","-","-","SP","-"
"22","1704",,"AO21","-","FEW020 BKN027 OVC038","1 1/2SM","+RA BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"22","1712",,"AO21","-","FEW018 SCT027 OVC038","2SM","RA BR","-","-","-","-","5","90","-","0","-","-","-","SP","-"
"22","1720",,"AO21","-","FEW025 OVC038","7SM","-RA","-","-","-","-","6","80","-","0","-","-","-","SP","-"
"22","1755",,"AO21","-","BKN025 OVC036","10SM","-","54","51.1000390625","52.5","90","4","70","-","0","29.86001953125","-","121","AA","0.0700000381469727"
"22","1812",,"1","-","SCT025 BKN032 OVC065","10SM","-","-","-","-","-","4","70","-","0","-","-","-","SP","-"
"22","1855",,"AO21","-","FEW030 BKN070 BKN090","10SM","-","52","50","50.9000390625","93","5","360","-","0","29.87001953125","5","123","AA","-"
"22","1945",,"1","-","FEW016 BKN026 BKN037","8SM","-","-","-","-","-","5","40","-","0","-","-","-","SP","-"
"22","1955",,"AO21","-","FEW027 BKN037 BKN049","9SM","-","53.1000390625","51.1000390625","52","93","5","30","-","0","29.88001953125","-","127","AA","-"
"22","2055",,"AO22","-","BKN075 BKN100","9SM","-","51.1000390625","50","50.5","96","0","0","-","0","29.88001953125","-","127","AA","-"
"22","2155",,"AO22","-","SCT110","7SM","-","50","50","50","100","3","90","-","0","29.87001953125","0","125","AA","-"
"22","2255",,"AO22","-","CLR","5SM","BR","48.9000390625","48.9000390625","48.9000390625","100","4","100","-","0","29.87001953125","-","124","AA","-"
"22","2355",,"AO22","-","FEW048 BKN110","6SM","BR","50","50","50","100","5","90","-","0","29.86001953125","-","121","AA","-"
"23","55",,"AO20","-","SCT050 OVC065","5SM","-RA BR","48.9000390625","48.9000390625","48.9000390625","100","0","0","-","0","29.86001953125","5","122","AA","T"
"23","155",,"AO20","-","BKN045 OVC055","9SM","-RA","48.9000390625","45","46.9000390625","86","10","260","-","0","29.88001953125","-","126","AA","0.0500000381469727"
"23","255",,"AO20","-","FEW048 SCT055","10SM","-","46.9000390625","46","46.6000390625","97","3","190","-","0","29.86001953125","-","120","AA","0.0600000381469727"
"23","355",,"AO20","-","SCT047 BKN055","10SM","-","46","45","45.5","96","5","150","-","0","29.86001953125","8","121","AA","-"
"23","455",,"AO20","-","BKN110","10SM","-","45","45","45","100","5","70","-","0","29.86001953125","-","123","AA","-"
"23","555",,"AO20","-","OVC055","10SM","-RA","46.9000390625","46","46.6000390625","97","6","90","-","0","29.88001953125","-","129","AA","0.0100000095367432"
"23","655",,"AO20","-","BKN038 OVC047","4SM","RA BR","48","46.9000390625","47.5","96","4","110","-","0","29.91001953125","3","137","AA","0.100000076293945"
"23","755",,"AO20","-","OVC041","10SM","-RA","50","48.9000390625","49.5","96","7","130","-","0","29.92001953125","-","140","AA","0.0400000381469727"
"23","855",,"AO20","-","BKN043 OVC050","10SM","-","53.1000390625","48.9000390625","50.9000390625","86","7","140","-","0","29.93001953125","-","143","AA","T"
"23","955",,"AO20","-","FEW032 BKN041 OVC050","7SM","-RA","55","48.9000390625","51.8000390625","80","7","120","-","0","29.94001953125","3","148","AA","0.0100000095367432"
"23","1055",,"AO21","-","SCT048 BKN060","10SM","-RA","55.9000390625","50","52.9000390625","81","5","350","-","0","29.95001953125","-","151","AA","0.0200000190734863"
"23","1155",,"AO21","-","SCT033 BKN044 BKN050","10SM","-","55","46.9000390625","50.9000390625","74","3","210","-","0","29.95001953125","-","151","AA","0.0400000381469727"
"23","1255",,"AO21","-","SCT033 BKN050 BKN060","10SM","-RA","57.9000390625","50","53.8000390625","75","3","VRB","-","0","29.94001953125","8","146","AA","0.0100000095367432"
"23","1355",,"AO21","-","FEW031 SCT065 BKN080","10SM","-","59","48.9000390625","53.6000390625","69","5","VRB","-","0","29.92001953125","-","141","AA","T"
"23","1455",,"AO21","-","BKN070","10SM","-","62.1000390625","48.9000390625","55","62","15","250","-","0","29.92001953125","-","141","AA","-"
"23","1555",,"AO21","-","FEW037","10SM","-","61","48","54.1000390625","63","13","260","-","0","29.92001953125","5","141","AA","-"
"23","1655",,"AO21","-","CLR","10SM","-","59","46.9000390625","52.7000390625","64","14","270","-","0","29.93001953125","-","143","AA","-"
"23","1755",,"AO21","-","FEW041 SCT060","10SM","-","55","46.9000390625","50.9000390625","74","9","260","-","0","29.94001953125","-","148","AA","-"
"23","1855",,"AO21","-","OVC043","10SM","-","54","46.9000390625","50.4000390625","77","7","250","-","0","29.95001953125","3","152","AA","-"
"23","1955",,"AO21","-","OVC060","10SM","-","53.1000390625","46.9000390625","50","80","6","250","-","0","29.97001953125","-","157","AA","-"
"23","2055",,"AO22","-","SCT065 BKN095","10SM","-","51.1000390625","46.9000390625","48.9000390625","86","11","250","-","0","29.98001953125","-","161","AA","-"
"23","2155",,"AO22","-","FEW045 OVC060","10SM","-","52","46.9000390625","49.5","83","13","260","-","0","29.98001953125","1","162","AA","-"
"23","2255",,"AO22","-","OVC041","10SM","-","51.1000390625","46.9000390625","48.9000390625","86","7","250","-","0","29.99001953125","-","165","AA","-"
"23","2355",,"AO22","-","BKN050 OVC060","10SM","-","50","46","48","86","6","260","-","0","29.99001953125","-","166","AA","-"
"24","55",,"AO20","-","BKN055","10SM","-","48.9000390625","45","46.9000390625","86","9","240","-","0","29.99001953125","0","165","AA","-"
"24","155",,"AO20","-","CLR","10SM","-","46","43","44.6000390625","89","6","230","-","0","29.99001953125","-","164","AA","-"
"24","255",,"AO20","-","CLR","10SM","-","46","43","44.6000390625","89","6","220","-","0","29.98001953125","-","163","AA","-"
"24","355",,"AO20","-","CLR","10SM","-","45","41","43.2000390625","86","6","250","-","0","29.99001953125","3","166","AA","-"
"24","455",,"AO20","-","OVC034","10SM","-","46.9000390625","43","45.1000390625","86","7","240","-","0","30.01001953125","-","171","AA","-"
"24","555",,"AO20","-","OVC048","10SM","-","46.9000390625","43","45.1000390625","86","6","250","-","0","30.02001953125","-","176","AA","-"
"24","655",,"AO20","-","FEW060","10SM","-","46","42.1000390625","44.2000390625","86","7","270","-","0","30.04001953125","2","181","AA","-"
"24","755",,"AO20","-","BKN036 BKN045 BKN055","10SM","-","48","43","45.7000390625","83","5","280","-","0","30.05001953125","-","186","AA","-"
"24","855",,"AO20","-","BKN034 OVC044","10SM","-","52","42.1000390625","47.1000390625","69","11","300","-","0","30.06001953125","-","190","AA","-"
"24","955",,"AO20","-","FEW029","10SM","-","55","44.1000390625","49.6000390625","67","8","320","-","0","30.07001953125","1","192","AA","-"
"24","1055",,"AO21","-","BKN037","10SM","-","54","43","48.6000390625","67","5","290","-","0","30.06001953125","-","190","AA","-"
"24","1155",,"AO21","-","SCT037","10SM","-","57","43","50","60","5","VRB","-","0","30.05001953125","-","186","AA","-"
"24","1255",,"AO21","-","FEW041","10SM","-","59","43","50.9000390625","56","10","300","-","0","30.04001953125","8","180","AA","-"
"24","1355",,"AO21","-","BKN047","10SM","-","59","41","50.2000390625","51","4","300","-","0","30.02001953125","-","175","AA","-"
"24","1455",,"AO21","-","SCT048 BKN055","10SM","-","61","43","51.8000390625","52","11","280","-","0","30.01001953125","-","172","AA","-"
"24","1555",,"AO21","-","FEW050","10SM","-","61","42.1000390625","51.4000390625","50","8","300","-","0","30","6","169","AA","-"
"24","1655",,"AO21","-","OVC060","10SM","-","60.1000390625","44.1000390625","52","56","10","320","-","0","30","-","169","AA","-"
"24","1755",,"AO21","-","CLR","10SM","-","57","42.1000390625","49.6000390625","58","10","300","-","0","30.01001953125","-","171","AA","-"
"24","1855",,"AO21","-","CLR","10SM","-","52","44.1000390625","48","75","9","260","-","0","30.02001953125","3","174","AA","-"
"24","1955",,"AO21","-","CLR","10SM","-","50","42.1000390625","46.2000390625","74","9","270","-","0","30.03001953125","-","178","AA","-"
"24","2055",,"AO22","-","CLR","10SM","-","48.9000390625","43","46","80","10","280","-","0","30.04001953125","-","183","AA","-"
"24","2155",,"AO22","-","CLR","10SM","-","48","43","45.7000390625","83","10","270","-","0","30.04001953125","0","182","AA","-"
"24","2255",,"AO22","-","CLR","10SM","-","46.9000390625","43","45.1000390625","86","11","280","-","0","30.05001953125","-","185","AA","-"
"24","2355",,"AO22","-","CLR","10SM","-","46","43","44.6000390625","89","10","270","-","0","30.05001953125","-","185","AA","-"
"25","55",,"AO20","-","CLR","10SM","-","45","42.1000390625","43.7000390625","90","10","280","-","0","30.06001953125","3","188","AA","-"
"25","155",,"AO20","-","CLR","10SM","-","44.1000390625","41","42.6000390625","89","6","280","-","0","30.05001953125","-","184","AA","-"
"25","255",,"AO20","-","CLR","10SM","-","42.1000390625","39.90001953125","41.2000390625","92","5","110","-","0","30.05001953125","-","185","AA","-"
